incident year,reported month,region of origin,region of incident,country of origin,number of dead,minimum estimated number of missing,total number of dead and missing,number of survivors,number of females,number of males,number of children,cause of death,migration route,region of origin group,country of origin group,cause of death category,extracted country,latitude,longitude,skew transformation total number of dead and missing
2022,september,western asia,western asia,syrian arab republic,1,0,1.0,0,0,1,0,vehicle accident / death linked to hazardous transport,türkiye-europe land route,western asia,syrian arab republic,environmental conditions and accidents,inconclusive location,41.677164,26.539736,0.6931471805599453
2022,september,sub-saharan africa (p),northern africa,unknown,1,0,1.0,0,0,0,0,drowning,western africa / atlantic route to the canary islands,sub-saharan africa,mixed/unknown,drowning and related causes,inconclusive location,26.54678806,-13.842378,0.6931471805599453
2022,september,south america,central america,colombia,0,1,1.0,0,0,1,0,"harsh environmental conditions / lack of adequate shelter, food, water",darien,south america,colombia,environmental conditions and accidents,panama,8.467605,-77.691943,0.6931471805599453
2022,september,south america,central america,venezuela (bolivarian republic of),1,0,1.0,0,0,1,0,drowning,darien,south america,venezuela (bolivarian republic of),drowning and related causes,panama,8.464586,-77.698586,0.6931471805599453
2022,september,south america,central america,venezuela (bolivarian republic of),1,0,1.0,2,0,0,1,drowning,darien,south america,venezuela (bolivarian republic of),drowning and related causes,panama,8.64667,-77.685067,0.6931471805599453
2022,september,south america (p),central america,unknown,1,0,1.0,0,0,0,0,drowning,us-mexico border crossing,south america,mixed/unknown,drowning and related causes,united states,31.74234,-106.400384,0.6931471805599453
2022,september,south america,central america,venezuela (bolivarian republic of),1,0,1.0,17,0,0,1,violence,darien,south america,venezuela (bolivarian republic of),violence and related causes,panama,8.451033,-77.642953,0.6931471805599453
2022,september,western asia,mediterranean,mixed,117,5,64.0,20,0,0,3,drowning,eastern mediterranean,western asia,mixed/unknown,drowning and related causes,syria,34.853756,35.856475,4.174387269895637
2022,september,northern africa (p),mediterranean,unknown,0,6,6.0,49,0,0,0,drowning,eastern mediterranean,northern africa,mixed/unknown,drowning and related causes,greece,37.136692,26.906206,1.9459101490553132
2022,september,central america,north america,mexico,1,0,1.0,0,0,1,0,"harsh environmental conditions / lack of adequate shelter, food, water",us-mexico border crossing,central america,mexico,environmental conditions and accidents,united states,28.50082,-100.12207,0.6931471805599453
2022,september,south america,central america,venezuela (bolivarian republic of),1,0,1.0,0,0,1,0,"harsh environmental conditions / lack of adequate shelter, food, water",unknown,south america,venezuela (bolivarian republic of),environmental conditions and accidents,mexico,14.6739,-92.14915,0.6931471805599453
2022,september,south america,central america,venezuela (bolivarian republic of),1,0,1.0,0,0,1,0,drowning,us-mexico border crossing,south america,venezuela (bolivarian republic of),drowning and related causes,mexico,28.59463,-100.42679,0.6931471805599453
2022,september,latin america / caribbean (p),central america,unknown,1,0,1.0,0,0,1,0,drowning,us-mexico border crossing,latin america / caribbean,mixed/unknown,drowning and related causes,mexico,28.8934,-100.60339,0.6931471805599453
2022,september,eastern asia,south-eastern asia,china,1,19,20.0,21,0,0,0,drowning,unknown,eastern asia,china,drowning and related causes,cambodia,10.258363,103.151392,3.044522437723423
2022,september,northern africa,mediterranean,tunisia,2,0,2.0,22,1,2,0,drowning,central mediterranean,northern africa,tunisia,drowning and related causes,tunisia,35.718372,11.032195,1.0986122886681096
2022,july,western asia,europe,syrian arab republic,1,0,1.0,0,0,1,0,mixed or unknown,western balkans,western asia,syrian arab republic,mixed or unknown,north macedonia,41.309151,22.453188,0.6931471805599453
2022,august,unknown,europe,unknown,1,0,1.0,0,0,1,0,mixed or unknown,unknown,unknown,mixed/unknown,mixed or unknown,slovenia,46.384034,15.580949,0.6931471805599453
2022,september,eastern asia,eastern asia,china,1,0,1.0,2,0,1,0,drowning,unknown,eastern asia,china,drowning and related causes,inconclusive location,22.196594,114.298888,0.6931471805599453
2022,september,caribbean,caribbean,cuba,6,0,6.0,0,1,5,0,drowning,unknown,caribbean,cuba,drowning and related causes,cuba,23.06110581,-80.067489,1.9459101490553132
2022,august,sub-saharan africa (p),central america,unknown,1,0,1.0,0,0,1,0,"harsh environmental conditions / lack of adequate shelter, food, water",us-mexico border crossing,sub-saharan africa,mixed/unknown,environmental conditions and accidents,mexico,28.71843565,-100.507819,0.6931471805599453
2022,september,latin america / caribbean (p),central america,unknown,2,0,2.0,0,1,1,0,drowning,us-mexico border crossing,latin america / caribbean,mixed/unknown,drowning and related causes,mexico,28.72944506,-100.508211,1.0986122886681096
2022,september,latin america / caribbean (p),north america,"peru,unknown",9,0,9.0,0,0,1,0,drowning,us-mexico border crossing,latin america / caribbean,mixed/unknown,drowning and related causes,united states,28.70529232,-100.511267,2.302585092994046
2022,september,western asia,mediterranean,syrian arab republic,1,0,1.0,50,1,0,0,drowning,central mediterranean,western asia,syrian arab republic,drowning and related causes,libya,32.65695147,14.271473,0.6931471805599453
2022,august,northern africa,mediterranean,egypt,2,0,2.0,0,0,0,0,drowning,central mediterranean,northern africa,egypt,drowning and related causes,libya,31.93124574,19.959728,1.0986122886681096
2022,september,eastern asia,south-eastern asia,china,3,8,11.0,30,1,0,0,drowning,unknown,eastern asia,china,drowning and related causes,cambodia,10.25,103.16,2.4849066497880004
2022,september,eastern africa,mediterranean,somalia,2,1,3.0,46,2,0,0,drowning,eastern mediterranean,eastern africa,somalia,drowning and related causes,inconclusive location,38.82267025,26.428837,1.3862943611198906
2022,september,southern asia,mediterranean,afghanistan,6,1,7.0,15,1,1,4,drowning,eastern mediterranean,southern asia,afghanistan,drowning and related causes,inconclusive location,39.4884389,26.429888,2.0794415416798357
2022,june,sub-saharan africa (p),mediterranean,unknown,5,0,5.0,108,0,0,0,drowning,central mediterranean,sub-saharan africa,mixed/unknown,drowning and related causes,tunisia,35.1462367,11.475845,1.791759469228055
2022,august,sub-saharan africa (p),mediterranean,unknown,1,0,1.0,0,0,0,0,drowning,central mediterranean,sub-saharan africa,mixed/unknown,drowning and related causes,inconclusive location,35.02745711,11.0097,0.6931471805599453
2022,august,sub-saharan africa (p),mediterranean,unknown,3,0,3.0,0,0,0,0,drowning,central mediterranean,sub-saharan africa,mixed/unknown,drowning and related causes,inconclusive location,34.97044368,10.929642,1.3862943611198906
2022,september,western asia,western asia,state of palestine,1,0,1.0,0,0,1,0,mixed or unknown,unknown,western asia,state of palestine,mixed or unknown,inconclusive location,38.67804041,26.748759,0.6931471805599453
2022,september,northern africa,mediterranean,algeria,0,4,4.0,10,0,0,0,drowning,western mediterranean,northern africa,algeria,drowning and related causes,algeria,38.32142938,-0.483072,1.6094379124341003
2022,september,eastern africa,mediterranean,ethiopia,8,24,32.0,8,1,7,0,drowning,central mediterranean,eastern africa,ethiopia,drowning and related causes,libya,30.65639718,18.342872,3.4965075614664802
2022,september,south america,central america,venezuela (bolivarian republic of),1,0,1.0,0,0,0,1,violence,darien,south america,venezuela (bolivarian republic of),violence and related causes,colombia,8.551768158,-77.46560851,0.6931471805599453
2022,september,latin america / caribbean (p),central america,unknown,1,0,1.0,0,0,1,0,drowning,us-mexico border crossing,latin america / caribbean,mixed/unknown,drowning and related causes,mexico,31.7629126,-106.448685,0.6931471805599453
2022,september,latin america / caribbean (p),central america,unknown,1,0,1.0,0,0,1,0,drowning,us-mexico border crossing,latin america / caribbean,mixed/unknown,drowning and related causes,mexico,28.72143699,-100.508677,0.6931471805599453
2022,september,south america,south america,venezuela (bolivarian republic of),1,0,1.0,0,0,1,0,vehicle accident / death linked to hazardous transport,unknown,south america,venezuela (bolivarian republic of),environmental conditions and accidents,venezuela,7.545229261,-71.87472,0.6931471805599453
2022,september,central america,central america,mexico,1,0,1.0,8,1,0,0,"harsh environmental conditions / lack of adequate shelter, food, water",us-mexico border crossing,central america,mexico,environmental conditions and accidents,mexico,28.98337822,-103.306542,0.6931471805599453
2022,september,central america,north america,nicaragua,1,0,1.0,0,0,1,0,mixed or unknown,us-mexico border crossing,central america,nicaragua,mixed or unknown,united states,28.70883877,-100.455188,0.6931471805599453
2022,september,central america,north america,mexico,1,0,1.0,0,0,1,0,"harsh environmental conditions / lack of adequate shelter, food, water",us-mexico border crossing,central america,mexico,environmental conditions and accidents,united states,28.49072265,-100.118681,0.6931471805599453
2022,september,central america,north america,mexico,1,0,1.0,0,0,1,0,mixed or unknown,us-mexico border crossing,central america,mexico,mixed or unknown,united states,28.69712523,-99.839827,0.6931471805599453
2022,september,central america,north america,mexico,1,0,1.0,5,0,0,0,vehicle accident / death linked to hazardous transport,us-mexico border crossing,central america,mexico,environmental conditions and accidents,united states,28.96967939,-100.630763,0.6931471805599453
2022,september,central america,north america,mexico,1,0,1.0,3,1,0,0,sickness / lack of access to adequate healthcare,us-mexico border crossing,central america,mexico,health-related causes,united states,32.74604627,-114.735326,0.6931471805599453
2022,may,northern africa,mediterranean,algeria,3,5,8.0,0,0,3,0,drowning,central mediterranean,northern africa,algeria,drowning and related causes,algeria,37.084923,7.335336,2.1972245773362196
2022,september,caribbean (p),north america,"cuba,unknown",2,17,19.0,9,1,0,0,drowning,caribbean to us,caribbean,mixed/unknown,drowning and related causes,united states,24.543914,-81.73581,2.995732273553991
2022,september,south america (p),central america,unknown,1,0,1.0,0,0,0,0,drowning,unknown,south america,mixed/unknown,drowning and related causes,honduras,15.900628,-86.023686,0.6931471805599453
2022,october,western africa (p),northern africa,unknown,4,29,33.0,1,2,0,0,drowning,western africa / atlantic route to the canary islands,western africa,mixed/unknown,drowning and related causes,spain,26.33427,-17.782911,3.5263605246161616
2022,october,latin america / caribbean (p),north america,unknown,3,0,3.0,3,0,2,0,vehicle accident / death linked to hazardous transport,us-mexico border crossing,latin america / caribbean,mixed/unknown,environmental conditions and accidents,united states,29.275346,-100.411145,1.3862943611198906
2022,october,western asia (p),europe,unknown,1,0,1.0,0,0,0,0,"harsh environmental conditions / lack of adequate shelter, food, water",belarus-eu border,western asia,mixed/unknown,environmental conditions and accidents,belarus,53.9006,27.559,0.6931471805599453
2022,october,central america,north america,mexico,1,0,1.0,0,0,1,0,violence,us-mexico border crossing,central america,mexico,violence and related causes,united states,31.7114,106.2849,0.6931471805599453
2022,october,south-eastern asia,southern asia,malaysia,3,2,5.0,45,3,0,0,drowning,unknown,southern asia,malaysia,drowning and related causes,bangladesh,21.395359,91.890607,1.791759469228055
2022,september,central america,north america,mexico,1,0,1.0,12,0,0,0,violence,us-mexico border crossing,central america,mexico,violence and related causes,united states,31.115984,-105.374513,0.6931471805599453
2022,september,south america (p),central america,unknown,1,0,1.0,0,1,0,0,mixed or unknown,unknown,south america,mixed/unknown,mixed or unknown,mexico,16.373979,-94.167482,0.6931471805599453
2022,october,sub-saharan africa,mediterranean,unknown,18,0,18.0,28,16,1,1,drowning,eastern mediterranean,sub-saharan africa,mixed/unknown,drowning and related causes,greece,39.20105159,26.489914,2.9444389791664403
2022,october,unknown,mediterranean,unknown,6,9,15.0,80,2,4,0,drowning,eastern mediterranean,unknown,mixed/unknown,drowning and related causes,greece,36.26991393,23.080551,2.772588722239781
2022,september,south america,central america,"brazil,venezuela (bolivarian republic of)",2,1,3.0,9,0,0,1,drowning,unknown,south america,mixed/unknown,drowning and related causes,honduras,14.072063,-86.315109,1.3862943611198906
